article_id,brand,article_title,source_name,published_date,description,url,language,collected_at,topic,sentiment,mention_type,region,low_description_flag
Tesla_60,Tesla,Stock Indexes Close Higher on Strength in Tech Stocks,Barchart.com,2025-12-22 22:21:25+00:00,"The S&P 500 Index ($SPX ) (SPY ) on Monday closed up +0.64%, the Dow Jones Industrials Index ($DOWI ) (DIA ) closed up +0.47%, and the Nasdaq 100 Index...",https://www.barchart.com/story/news/36752104/stock-indexes-close-higher-on-strength-in-tech-stocks,en,2025-12-24 19:59:41.142302,Finance,Positive,Secondary,Other,False
Tesla_61,Tesla,Sony’s First EV Collab With Honda Comes With PS Remote Play in Tow,Gizmodo.com,2025-12-22 22:15:09+00:00,"Sorry, a proper handheld console is too hard. How about a whole car with built-in Remote Play?",https://gizmodo.com/sonys-first-ev-collab-with-honda-comes-with-ps-remote-play-in-tow-2000702648,en,2025-12-24 19:59:41.142308,Other,Positive,Secondary,Other,False
Tesla_62,Tesla,"S&P 500 posts third-straight winning day, buoyed by AI trade: Live updates - CNBC",Slashdot.org,2025-12-22 22:12:46+00:00,"S&P 500 posts third-straight winning day, buoyed by AI trade: Live updatesCNBC Dow Jones Futures: Nvidia Tests Key Level; AppLovin, Apple, Palantir, Tesla In Buy ZonesInvestor's Business Daily Stock market today: Nasdaq, S&P 500, Dow rise as Wall Street count…",https://slashdot.org/firehose.pl?op=view&amp;id=180441093,en,2025-12-24 19:59:41.142310,Technology,Positive,Secondary,Other,False
Tesla_63,Tesla,Investigation looks into Tesla's electronic door releases which may trap people,Slashdot.org,2025-12-22 22:05:20+00:00,"Report: Tesla Doors That Won't Open Have Led to 15 Crash-Related Deaths
When I was recently researching a new car, I was surprised to find that NHITSA does not regulate this and IIHS does not include ability to operate door handles into safety category. It is…",https://slashdot.org/submission/17343469/investigation-looks-into-teslas-electronic-door-releases-which-may-trap-people,en,2025-12-24 19:59:41.142312,Other,Negative,Primary,Other,False
Tesla_64,Tesla,"Show HN: The SkiBlackBox–100% offline AI ski coach, zero data leaves your phone",Theskiblackbox.com,2025-12-22 21:49:48+00:00,"Hi HN,
I’m a solo developer from Austria. After 18 months, I built SkiCoach - an AI ski coaching app based on a simple philosophy: your data is yours.
The Black Box Concept:
Like an airplane black box, the app records everything - GPS, accelerometer, gyroscop…",https://theskiblackbox.com,en,2025-12-24 19:59:41.142314,Technology,Negative,Secondary,Other,False
Tesla_65,Tesla,Report Focuses on Deaths Due to Tesla Doors That Couldn't Be Opened Following a Crash,Yahoo Entertainment,2025-12-22 21:26:00+00:00,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e1e7985b-0004-400a-afe0-4fcbf7b92948,en,2025-12-24 19:59:41.142316,Other,Negative,Primary,Other,True
Tesla_66,Tesla,That Was a Lot of Frozen Waymos,The Atlantic,2025-12-22 21:09:00+00:00,A blackout in San Francisco revealed a new way for robotaxis to go wrong.,https://www.theatlantic.com/technology/2025/12/waymo-robotaxi-san-francisco-blackout/685393/,en,2025-12-24 19:59:41.142318,Technology,Neutral,Secondary,Other,False
Tesla_67,Tesla,"GitHub - ashishpatel26/500-AI-Agents-Projects: The 500 AI Agents Projects is a curated collection of AI agent use cases across various industries. It showcases practical applications and provides links to open-source projects for implementation, illustrat",Github.com,2025-12-22 21:06:27+00:00,You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session. You switched accounts on another tab or window. Reload to refresh your session. Dismiss alert,https://github.com/ashishpatel26/500-AI-Agents-Projects,en,2025-12-24 19:59:41.142320,Technology,Neutral,Secondary,Other,False
Tesla_68,Tesla,Trump Enters the Race for Fusion Power,OilPrice.com,2025-12-22 21:00:00+00:00,"Shares of Trump Media & Technology Group Corp. (NYSE:DJT) have surged nearly 70% after the company agreed to merge with fusion startup TAE Technologies in a $6 billion deal. Under the terms of the deal, shareholders of each company will own roughly half of th…",https://oilprice.com/Alternative-Energy/Nuclear-Power/Trump-Enters-the-Race-for-Fusion-Power.html,en,2025-12-24 19:59:41.142322,Technology,Neutral,Secondary,Other,False
Tesla_69,Tesla,Waymo robotaxis block traffic citywide during San Francisco power outage,The Daily Dot,2025-12-22 21:00:00+00:00,"A weekend power outage in San Francisco left multiple Waymo robotaxis stalled in intersections and causing gridlock after traffic lights in the city's downtown area stopped functioning. 


Videos of the immobile vehicles quickly went viral, adding to a growin…",https://www.dailydot.com/news/waymo-san-francisco/,en,2025-12-24 19:59:41.142324,Technology,Negative,Secondary,Other,False
Tesla_70,Tesla,Tesla Stock Poised for Even More Record Highs,Yahoo Entertainment,2025-12-22 20:35:00+00:00,TSLA tends to outperform in December,https://finance.yahoo.com/news/tesla-stock-poised-even-more-203500080.html,en,2025-12-24 19:59:41.142326,Finance,Positive,Primary,Other,False
Tesla_71,Tesla,Home energy upgrades you’ll regret not doing while installing rooftop solar,Electrek,2025-12-22 20:30:15+00:00,"Adding a rooftop solar array to your home or business can be exciting and expensive. As such, it might be tempting to cut corners to keep costs down — but some upgrades are simply much cheaper to do while your solar system is being installed than they are to …",http://electrek.co/2025/12/22/home-energy-upgrades-youll-regret-not-doing-while-installing-rooftop-solar/,en,2025-12-24 19:59:41.142328,Finance,Negative,Secondary,Other,False
Tesla_72,Tesla,"Why ""Cheaper"" Batteries Are a Multi-Billion Dollar Bet on China",OilPrice.com,2025-12-22 20:00:00+00:00,"The marketing deck for the next decade of energy storage has a favorite protagonist: Lithium Iron Phosphate (LFP).  It’s the ""sensible"" chemistry. No cobalt, no nickel, no ethical hand-wringing over mines in the DRC, and…crucially...no thermal runaway that tu…",https://oilprice.com/Energy/Energy-General/Why-Cheaper-Batteries-Are-a-Multi-Billion-Dollar-Bet-on-China.html,en,2025-12-24 19:59:41.142330,Business,Neutral,Secondary,Other,False
Tesla_73,Tesla,"Canine child completes shortest great escape ever after being outsmarted by his pawrent who let the hot southwest sun chase their pupper home instead of themselves: ‘Minutes later I hear whimpering at the door. There’s Tesla, looking absolutely defeated.’",Cheezburger.com,2025-12-22 20:00:00+00:00,"If the canine comedy movies of the late nineties and early two thousands have taught us anything, it is that dogs are kind of not to be trusted, but that they are also independent heroes who know exactly what they are doing. Meaning that you can only not trus…",https://cheezburger.com/43732741/canine-child-completes-shortest-great-escape-ever-after-being-outsmarted-by-his-pawrent-who-let-the,en,2025-12-24 19:59:41.142332,Other,Positive,Primary,Other,False
Tesla_74,Tesla,Analysts Are Betting Big on Rivian Stock Ahead of 2026. Should You Get In on RIVN Here Too?,Barchart.com,2025-12-22 19:49:00+00:00,Wedbush Securities sees Rivian stock pushing higher in 2026. Dan Ives explained his bullish view on RIVN shares in his recent note to clients.,https://www.barchart.com/story/news/36749285/analysts-are-betting-big-on-rivian-stock-ahead-of-2026-should-you-get-in-on-rivn-here-too,en,2025-12-24 19:59:41.142334,Technology,Neutral,Secondary,Other,False
Tesla_75,Tesla,"Bill Ackman Proposes Elon Musk's SpaceX IPO Through SPARC Structure, Offering Tesla Shareholders Priority Access",Yahoo Entertainment,2025-12-22 19:30:12+00:00,"Billionaire investor Bill Ackman on Saturday proposed merging SpaceX with Pershing Square SPARC Holdings, a special purpose acquisition rights vehicle...",https://finance.yahoo.com/news/bill-ackman-proposes-elon-musks-193012345.html,en,2025-12-24 19:59:41.142335,Technology,Neutral,Primary,Other,False
Tesla_76,Tesla,A chaotic 'up-crash' for markets riding a turbulent 2025,ABC News (AU),2025-12-22 19:10:08+00:00,AI. Market records. Tariffs. Penguins. TACO. It's been a big year of economic shocks and surges as the international framework of global trade was shredded. Here's how key players saw the year that was.,https://www.abc.net.au/news/2025-12-23/trump-tariffs-interest-rates-and-ai-2025-was-a-chaotic-up-crash/106086538,en,2025-12-24 19:59:41.142337,Technology,Negative,Secondary,Other,False
Tesla_77,Tesla,Tesla’s Robotaxi project in Austin is much smaller than Musk claims,Electrek,2025-12-22 19:09:56+00:00,"An engineering student managed to reverse-engineer Tesla’s Robotaxi app and collect data that shows the autonomous but supervised ride-hailing system in Austin consists of no more than a few vehicles (~5) operating at the same time.



 more…",http://electrek.co/2025/12/22/tesla-robotaxi-project-austin-much-smaller-than-musk-claims/,en,2025-12-24 19:59:41.142339,Technology,Neutral,Primary,Other,False
Tesla_78,Tesla,"Bluetti Member Day Sale takes up to 50% off power stations + accessories, Segway e-bikes from $1,800 low, EcoFlow 48-hour flash sale, more",Electrek,2025-12-22 19:00:00+00:00,"We’re kicking off this week’s Green Deals (and our lead-up to Christmas) with Bluetti’s newly launched Member Day Sale that is taking up to 50% off power stations and accessories – plus, offering coupon/gift card promotions. Among the group, we spotted the AC…",http://electrek.co/2025/12/22/bluetti-member-day-sale-power-stations-accessories-segway-e-bikes-ecoflow-more/,en,2025-12-24 19:59:41.142342,Product,Negative,Secondary,Other,False
Tesla_79,Tesla,Will Tesla Stock Lose Its ‘Elon Musk Premium’ After the SpaceX IPO? And You Should Sell TSLA Here?,Barchart.com,2025-12-22 18:57:17+00:00,"Some investors fear Tesla could lose its “Elon Musk premium” once SpaceX goes public, raising the question of whether now is the time to sell TSLA stock.",https://www.barchart.com/story/news/36748520/will-tesla-stock-lose-its-elon-musk-premium-after-the-spacex-ipo-and-you-should-sell-tsla-here,en,2025-12-24 19:59:41.142344,Technology,Negative,Primary,Other,False
Tesla_80,Tesla,"Monday Roundup: Golden gravel route, too bad for Rad, Uber is sad, and more",Bikeportland.org,2025-12-22 18:50:47+00:00,The most notable stories from the past seven days.,https://bikeportland.org/2025/12/22/monday-roundup-golden-gravel-route-too-bad-for-rad-uber-is-sad-and-more-398755,en,2025-12-24 19:59:41.142346,Other,Negative,Secondary,Other,False
Tesla_81,Tesla,Moderately bullish activity in Tesla with shares up 2.75%,Thefly.com,2025-12-22 18:28:31+00:00,"See the rest of the story here.

thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",https://thefly.com/permalinks/entry.php/id4261069/TSLA-Moderately-bullish-activity-in-Tesla-with-shares-up-,en,2025-12-24 19:59:41.142348,Finance,Positive,Primary,Other,False
Tesla_82,Tesla,Videos show Waymo self-driving cars blocking roads during San Francisco blackout,NBC News,2025-12-22 18:23:55+00:00,Waymo is resuming its driverless taxi service after a large blackout across San Francisco left its cars stranded in the streets on Saturday night.,https://www.nbcnews.com/tech/tech-news/videos-show-waymo-self-driving-cars-blocking-roads-san-francisco-black-rcna250483,en,2025-12-24 19:59:41.142350,Other,Negative,Secondary,Other,False
Tesla_83,Tesla,"Feds to reveal future of EV mandate in 2026, as Liberals urged to relent on 100% target",National Post,2025-12-22 18:11:19+00:00,"That timeline is beyond what some in the industry had expected, as automakers seek clarity on the regulation they spent this year urging Carney to repeal",https://nationalpost.com/news/canada/feds-to-reveal-future-of-ev-mandate-in-2026-as-liberals-urged-to-relent-on-100-target,en,2025-12-24 19:59:41.142351,Policy,Neutral,Secondary,Other,False
Tesla_84,Tesla,Waymos Cause Traffic Jams Across City During Power Outage,Futurism,2025-12-22 18:06:14+00:00,"""Somebody's gonna set this thing on fire if it doesn't move soon.""
The post Waymos Cause Traffic Jams Across City During Power Outage appeared first on Futurism.",http://futurism.com/advanced-transport/waymo-power-outage,en,2025-12-24 19:59:41.142353,Other,Neutral,Secondary,Other,False
Tesla_85,Tesla,Lucid (LCID) vows to fix Gravity software issues ‘imminently’ after complaints,Electrek,2025-12-22 17:54:59+00:00,"Is the Lucid Gravity the ultimate luxury electric SUV? It could be, but frustrating software issues are holding it back. Lucid said a fix will be sent out “imminently.”



 more…",http://electrek.co/2025/12/22/lucid-lcid-vows-fix-gravity-software-issues-after-complaints/,en,2025-12-24 19:59:41.142354,Technology,Negative,Secondary,Other,False
Tesla_86,Tesla,"Stock Market Today: Tech, Healthcare, Financials Lift U.S. Equities to Third Straight Day of Gains",TheStreet,2025-12-22 17:50:42+00:00,"This live blog is refreshed periodically throughout the day with the latest updates from the market.To find the latest Stock Market Today threads, click here...",https://www.thestreet.com/latest-news/stock-market-today-tech-jumpstarts-market-in-abbreviated-holiday-trading-week,en,2025-12-24 19:59:41.142357,Technology,Positive,Secondary,Other,False
Tesla_87,Tesla,"Why Dow Jones, S&P 500 and Nasdaq are gaining today — U.S. stock market jumps more than 0.5% - here's today’s hottest stocks as traders chase momentum",The Times of India,2025-12-22 17:50:07+00:00,"Dow Jones, S&P 500, Nasdaq gain today: U.S. stocks moved higher in midday trading as tech and AI names led gains during a holiday-shortened session. The Dow Jones Industrial Average rose 263.87 points (+0.55%) to 48,398.76. The S&P 500 added 41.15 points (+0.…",https://economictimes.indiatimes.com/news/international/us/why-dow-jones-sp-500-and-nasdaq-are-gaining-today-u-s-stock-market-jumps-more-than-0-5-on-tech-and-ai-strength/articleshow/126125828.cms,en,2025-12-24 19:59:41.142359,Technology,Positive,Secondary,Other,False
Tesla_88,Tesla,California examines incidents of stalled Waymo robotaxis after San Francisco power outage,CNA,2025-12-22 17:45:33+00:00,Dec 22 : A top California regulator said it was looking into incidents in which robotaxis from Alphabet unit Waymo stalled in parts of San Francisco on Saturday due to a widespread power outage that snarled traffic and gridlocked parts of the city.Waymo pause…,https://www.channelnewsasia.com/business/california-examines-incidents-stalled-waymo-robotaxis-after-san-francisco-power-outage-5673371,en,2025-12-24 19:59:41.142361,Technology,Negative,Secondary,Other,False
Tesla_89,Tesla,Rally in tech stocks but shares little changed overall,The Irish Times,2025-12-22 17:25:21+00:00,Traders are navigating lighter volumes at the start of a holiday-shortened week,https://www.irishtimes.com/business/2025/12/22/rally-in-tech-stocks-but-shares-little-changed-overall/,en,2025-12-24 19:59:41.142363,Finance,Positive,Secondary,Other,False
Tesla_90,Tesla,‘Top Pick’ Amazon Had a Dismal Year: What’s AMZN Stock’s Forecast for 2026?,Barchart.com,2025-12-22 17:22:04+00:00,Amazon is set to end 2025 as the worst-performing member of the Magnificent 7. The stock's forecast appears positive given the tepid valuations and growth...,https://www.barchart.com/story/news/36747182/top-pick-amazon-had-a-dismal-year-whats-amzn-stocks-forecast-for-2026,en,2025-12-24 19:59:41.142365,Finance,Negative,Secondary,Other,False
Tesla_91,Tesla,Why Uber stock is climbing as robotaxis testing will hit London streets next year after partnership with Baidu,The Times of India,2025-12-22 17:18:33+00:00,"Uber stock: Uber is set to test Baidu's Apollo Go robotaxis in London starting in the first half of next year, a move that positions the ride-hailing giant at the forefront of autonomous vehicle integration. This partnership follows a similar initiative by ri…",https://economictimes.indiatimes.com/news/international/us/why-uber-stock-is-climbing-as-robotaxis-testing-will-hit-london-streets-next-year-after-partnership-with-baidu/articleshow/126125454.cms,en,2025-12-24 19:59:41.142366,Technology,Neutral,Secondary,Other,False
Tesla_92,Tesla,Stock Indexes Higher on Strength in Tech Stocks,Barchart.com,2025-12-22 16:59:39+00:00,"The S&P 500 Index ($SPX ) (SPY ) today is up +0.59%, the Dow Jones Industrials Index ($DOWI ) (DIA ) is up +0.51%, and the Nasdaq 100 Index ($IUXX ) (QQQ...",https://www.barchart.com/story/news/36746668/stock-indexes-higher-on-strength-in-tech-stocks,en,2025-12-24 19:59:41.142368,Finance,Positive,Secondary,Other,False
Tesla_93,Tesla,Uganda's Only Tesla Cybertruck Already Rolled And The Video Is Hilarious,Jalopnik,2025-12-22 16:53:25+00:00,Diva down!,https://www.jalopnik.com/2058231/uganda-only-tesla-cybertruck/,en,2025-12-24 19:59:41.142374,Finance,Positive,Primary,Other,False
Tesla_94,Tesla,Mitt Romney says the U.S. is on a cliff—and taxing the rich is now necessary ‘given the magnitude of our national debt’,Fortune,2025-12-22 16:50:06+00:00,"Romney is worth an estimated $254 million, and was among Congress's wealthiest members.",https://fortune.com/2025/12/22/mitt-romney-national-debt-tax-rich-people-lower-spending-oped/,en,2025-12-24 19:59:41.142376,Other,Positive,Secondary,Other,False
Tesla_95,Tesla,Mitt Romney says the U.S. is on a cliff—and taxing the rich is now necessary ‘given the magnitude of our national debt’,Yahoo Entertainment,2025-12-22 16:50:06+00:00,"Romney is worth an estimated $254 million, and was among Congress's wealthiest members.",https://finance.yahoo.com/news/mitt-romney-says-u-cliff-165006760.html,en,2025-12-24 19:59:41.142378,Other,Positive,Secondary,Other,False
Tesla_96,Tesla,The Big Four consulting firms are embedded in Big Tech. Here's who audits each of the Magnificent 7 companies.,Business Insider,2025-12-22 16:34:45+00:00,"The Big Four professional services firms — PwC, Deloitte, EY, and KPMG — are becoming increasingly embedded in the tech world as AI evolves.",https://www.businessinsider.com/big-four-accounting-audits-magnificent-seven-financial-records-2025-12,en,2025-12-24 19:59:41.142380,Technology,Positive,Secondary,Other,False
Tesla_97,Tesla,pypowerwall 0.14.5,Pypi.org,2025-12-22 16:28:33+00:00,Python module to access Tesla Energy Gateway for Powerwall and solar power data,https://pypi.org/project/pypowerwall/0.14.5/,en,2025-12-24 19:59:41.142381,Other,Neutral,Secondary,Other,False
